conum;year;gdp;pop;gold;silver;bronze;medaltot;host;planned;soviet;share
75;76;3900000000;10000000;0;0;0;0;0;0;0;0
75;88;4820000000;14000000;0;0;0;0;0;0;0;0
75;92;5730000000;15800000;0;0;1;1;0;0;0;0,0012269939
75;96;6760000000;17500000;0;0;0;0;0;0;0;0
76;60;27400000000;8327000;1;0;0;1;0;0;0;0
76;92;110000000000;10300000;2;0;0;2;0;0;0;0,0024539877
76;96;118000000000;10500000;4;4;0;8;0;0;0;0,0095011876
76;64;36900000000;8510000;0;0;0;0;0;0;0;0
76;68;48100000000;8741000;0;0;1;1;0;0;0;0
76;72;66600000000;8889000;0;2;0;2;0;0;0;0
76;76;77700000000;9167000;0;0;0;0;0;0;0;0
76;88;102000000000;10000000;0;0;1;1;0;0;0;0,0013550136
77;76;133000000;91616,796875;0;0;0;0;0;0;0;0
77;88;237000000;92143;0;0;0;0;0;0;0;0
77;92;269000000;93700;0;0;0;0;0;0;0;0
77;96;288000000;95000;0;0;0;0;0;0;0;0
78;92;2170000000;142200;0;0;0;0;0;0;0;0
78;96;3000000000;144900;0;0;0;0;0;0;0;0
79;68;5680000000;4959660;0;0;0;0;0;0;0;0
79;72;7120000000;5548800;0;0;0;0;0;0;0;0
79;76;8860000000;6175260;0;0;0;0;0;0;0;0
79;88;11100000000;8339570;0;0;0;0;0;0;0;0
79;92;12900000000;9212300;0;0;0;0;0;0;0;0
79;96;15100000000;10200000;0;0;0;0;0;0;0;0
80;88;2730000000;5425370;0;0;0;0;0;0;0;0
80;92;3110000000;6094510;0;0;0;0;0;0;0;0
80;96;3840000000;6755940;0;0;0;0;0;0;0;0
81;96;266000000;1111920;0;0;0;0;0;0;0;0
82;60;380000000;569000;0;0;0;0;0;0;0;0
82;64;393000000;630350;0;0;0;0;0;0;0;0
82;68;482000000;687340;0;0;0;0;0;0;0;0
82;72;535000000;722210;0;0;0;0;0;0;0;0
82;76;643000000;738250;0;0;0;0;0;0;0;0
82;92;497000000;806740;0;0;0;0;0;0;0;0
82;96;652000000;838530;0;0;0;0;0;0;0;0
83;60;2030000000;3804000;0;0;0;0;0;0;0;0
83;72;2340000000;4677300;0;0;0;0;0;0;0;0
83;76;2670000000;5003000;0;0;0;0;0;0;0;0
83;88;3090000000;6215940;0;0;0;0;0;0;0;0
83;92;2820000000;6722040;0;0;0;0;0;0;0;0
83;96;2710000000;7336000;0;0;0;0;0;0;0;0
84;68;1500000000;2449180;0;0;0;0;0;0;0;0
84;76;2060000000;3117920;0;0;0;0;0;0;0;0
84;88;3210000000;4592180;0;0;0;0;0;0;0;0
84;92;3660000000;5175390;0;0;0;0;0;0;0;0
84;96;4090000000;5817900;0;0;0;0;0;0;0;0
85;96;146000000000;6311000;1;0;0;1;0;0;0;0,0011876485
85;60;9220000000;3064000;0;0;0;0;0;0;0;0
85;64;15100000000;3596640;0;0;0;0;0;0;0;0
85;68;19100000000;3887360;0;0;0;0;0;0;0;0
85;72;27900000000;4089040;0;0;0;0;0;0;0;0
85;76;37800000000;4443000;0;0;0;0;0;0;0;0
85;88;101000000000;5626600;0;0;0;0;0;0;0;0
85;92;120000000000;5801500;0;0;0;0;0;0;0;0
86;76;39100000000;10600000;4;5;13;22;0;0;1;0
86;96;45300000000;10200000;7;4;10;21;0;0;0;0,0249406176
86;72;32400000000;10400000;6;13;16;35;0;0;1;0
86;60;15100000000;9984000;6;8;7;21;0;0;1;0
86;92;43000000000;10300000;11;12;7;30;0;0;0;0,036809816
86;88;51800000000;10400000;11;6;6;23;0;0;1;0,0311653117
86;68;26400000000;10300000;10;10;12;32;0;0;1;0
86;64;21100000000;10100000;10;7;5;22;0;0;1;0
87;60;1780000000;176000;0;0;0;0;0;0;0;0
87;64;2330000000;190000;0;0;0;0;0;0;0;0
87;68;2530000000;201000;0;0;0;0;0;0;0;0
87;72;3350000000;209000;0;0;0;0;0;0;0;0
87;76;4030000000;220000;0;0;0;0;0;0;0;0
87;88;6660000000;249900;0;0;0;0;0;0;0;0
87;92;6600000000;261100;0;0;0;0;0;0;0;0
87;96;7350000000;270000;0;0;0;0;0;0;0;0
88;64;83800000000;476000000;1;0;0;1;0;0;0;0
88;60;69800000000;435000000;0;1;0;1;0;0;0;0
88;68;97600000000;523000000;0;0;1;1;0;0;0;0
88;72;111000000000;573000000;0;0;1;1;0;0;0;0
88;76;128000000000;628000000;0;0;0;0;0;0;0;0
88;88;230000000000;816000000;0;0;0;0;0;0;0;0
88;92;274000000000;882000000;0;0;0;0;0;0;0;0
88;96;359000000000;946000000;0;0;1;1;0;0;0;0,0011876485
89;96;218000000000;197000000;1;1;2;4;0;0;0;0,0047505938
89;92;162000000000;185000000;2;2;1;5;0;0;0;0,0061349693
89;60;23400000000;94000000;0;0;0;0;0;0;0;0
89;68;30100000000;112000000;0;0;0;0;0;0;0;0
89;72;40400000000;123000000;0;0;0;0;0;0;0;0
89;76;54100000000;136000000;0;0;0;0;0;0;0;0
89;88;117000000000;172000000;0;1;0;1;0;0;0;0,0013550136
90;96;92500000000;59900000;1;1;1;3;0;0;0;0,0035629454
90;68;38900000000;26800000;2;1;2;5;0;0;0;0
90;60;21600000000;21600000;0;1;3;4;0;0;0;0
90;64;26000000000;24000000;0;0;2;2;0;0;0;0
90;72;56400000000;30300000;0;2;1;3;0;0;0;0
90;76;78800000000;34300000;0;1;1;2;0;0;0;0
90;88;62300000000;51900000;0;1;0;1;0;0;0;0,0013550136
90;92;84900000000;56200000;0;1;2;3;0;0;0;0,0036809816
91;60;17200000000;6847000;0;0;1;1;0;0;0;0
91;64;23300000000;7731730;0;0;0;0;0;0;0;0
91;68;31200000000;8771650;0;0;0;0;0;0;0;0
91;76;61300000000;11400000;0;0;0;0;0;0;0;0
91;88;98100000000;16900000;0;0;0;0;0;0;0;0
91;92;31200000000;19200000;0;0;0;0;0;0;0;0
91;96;27200000000;21300000;0;0;0;0;0;0;0;0
92;92;52000000000;3549100;1;1;0;2;0;0;0;0,0024539877
92;96;70100000000;3632000;3;0;1;4;0;0;0;0,0047505938
92;60;14200000000;2832000;0;0;0;0;0;0;0;0
92;64;16700000000;2864000;0;0;1;1;0;0;0;0
92;68;19700000000;2913000;0;0;0;0;0;0;0;0
92;72;23600000000;3024000;0;0;0;0;0;0;0;0
92;76;27600000000;3228000;0;0;0;0;0;0;0;0
92;88;42300000000;3530700;0;0;0;0;0;0;0;0
93;60;10900000000;2114000;0;0;0;0;0;0;0;0
93;64;16000000000;2475000;0;0;0;0;0;0;0;0
93;68;20800000000;2803000;0;0;0;0;0;0;0;0
93;72;32100000000;3148000;0;0;0;0;0;0;0;0
93;76;37100000000;3533000;0;0;0;0;0;0;0;0
93;88;58500000000;4442000;0;0;0;0;0;0;0;0
93;92;71700000000;5123000;0;1;1;2;0;0;0;0,0024539877
93;96;90600000000;5692000;0;0;1;1;0;0;0;0,0011876485
94;76;707000000000;55700000;2;7;4;13;0;0;0;0
94;68;519000000000;53200000;3;4;9;16;0;0;0;0
94;92;1050000000000;56900000;6;5;8;19;0;0;0;0,0233128834
94;88;979000000000;56600000;6;4;4;14;0;0;0;0,0189701897
94;72;608000000000;54400000;5;3;10;18;0;0;0;0
94;96;1100000000000;57400000;13;10;12;35;0;0;0;0,041567696
94;64;415000000000;51700000;10;10;7;27;0;0;0;0
94;60;333000000000;50200000;13;10;13;36;1;0;0;0
95;96;4110000000;2538000;1;3;2;6;0;0;0;0,0071258907
95;76;3420000000;2037740;1;1;0;2;0;0;0;0
95;64;2430000000;1734760;0;0;0;0;0;0;0;0
95;68;2890000000;1823710;0;1;0;1;0;0;0;0
95;72;4040000000;1925160;0;0;1;1;0;0;0;0
95;88;3520000000;2356400;0;2;0;2;0;0;0;0,0027100271
95;92;4060000000;2448000;0;3;1;4;0;0;0;0,0049079755
96;96;5340000000000;126000000;3;6;5;14;0;0;0;0,0166270784
96;92;5010000000000;124000000;3;8;11;22;0;0;0;0,026993865
96;88;4340000000000;123000000;4;3;7;14;0;0;0;0,0189701897
96;60;773000000000;94100000;4;7;7;18;0;0;0;0
96;76;2710000000000;113000000;9;6;10;25;0;0;0;0
96;68;1680000000000;101000000;11;7;7;25;0;0;0;0
96;72;2370000000000;107000000;13;8;8;29;0;0;0;0
96;64;1140000000000;97800000;16;5;8;29;1;0;0;0
97;76;2260000000;1876270;0;0;0;0;0;0;0;0
97;88;5260000000;2948000;0;0;0;0;0;0;0;0
97;92;5430000000;3733000;0;0;0;0;0;0;0;0
97;96;6640000000;4314230;0;0;0;0;0;0;0;0
98;96;20000000000;15900000;3;4;4;11;0;0;0;0,013064133
99;96;9430000000;27900000;1;4;3;8;0;0;0;0,0095011876
99;92;8420000000;25000000;2;4;2;8;0;0;0;0,0098159509
99;72;3720000000;12300000;2;3;4;9;0;0;0;0
99;68;2530000000;10700000;3;4;2;9;0;0;0;0
99;88;7670000000;22000000;5;2;2;9;0;0;0;0,012195122
99;60;1680000000;8332000;0;0;0;0;0;0;0;0
99;64;1930000000;9442210;0;0;1;1;0;0;0;0
99;76;4220000000;14300000;0;0;0;0;0;0;0;0
101;76;106000000000;35800000;1;1;4;6;0;0;0;0
101;96;489000000000;45500000;7;15;5;27;0;0;0;0,0320665083
101;92;365000000000;43700000;12;5;12;29;0;0;0;0,0355828221
101;88;273000000000;42000000;12;10;11;33;1;0;0;0,0447154472
101;60;29400000000;25000000;0;0;0;0;0;0;0;0
101;64;37300000000;27800000;0;2;1;3;0;0;0;0
101;68;52400000000;30600000;0;1;1;2;0;0;0;0
101;72;73200000000;33300000;0;1;0;1;0;0;0;0
102;72;27800000000;844900;0;0;0;0;0;0;0;0
102;76;24000000000;1072940;0;0;0;0;0;0;0;0
102;92;18100000000;1422000;0;0;0;0;0;0;0;0
102;96;26800000000;1697000;0;0;0;0;0;0;0;0
102;88;19400000000;1958000;0;0;0;0;0;0;0;0
103;96;3560000000;4576000;0;0;0;0;0;0;0;0
104;88;1060000000;3851310;0;0;0;0;0;0;0;0
104;92;1440000000;4250350;0;0;0;0;0;0;0;0
104;96;1880000000;4725580;0;0;0;0;0;0;0;0
105;96;6460000000;2491000;0;1;0;1;0;0;0;0,0011876485
105;92;7350000000;2631600;0;2;1;3;0;0;0;0,0036809816
106;60;706000000;1968420;0;0;0;0;0;0;0;0
106;64;908000000;2215170;0;0;0;0;0;0;0;0
106;68;1170000000;2481620;0;0;0;0;0;0;0;0
106;72;1500000000;2751480;0;1;0;1;0;0;0;0
106;76;1920000000;2932310;0;0;0;0;0;0;0;0
106;88;3430000000;3489760;0;0;0;0;0;0;0;0
106;92;5110000000;3781050;0;0;0;0;0;0;0;0
106;96;6730000000;4077010;0;0;0;0;0;0;0;0
107;72;216000000;1109130;0;0;0;0;0;0;0;0
107;76;290000000;1216040;0;0;0;0;0;0;0;0
107;88;544000000;1641580;0;0;0;0;0;0;0;0
107;92;665000000;1803490;0;0;0;0;0;0;0;0
107;96;960000000;1968880;0;0;0;0;0;0;0;0
108;60;845000000;1039000;0;0;0;0;0;0;0;0
108;64;919000000;1161150;0;0;0;0;0;0;0;0
108;72;1090000000;1470130;0;0;0;0;0;0;0;0
108;76;1180000000;1656840;0;0;0;0;0;0;0;0
108;88;1520000000;2344550;0;0;0;0;0;0;0;0
108;92;1650000000;2538800;0;0;0;0;0;0;0;0
108;96;1790000000;2807390;0;0;0;0;0;0;0;0
109;64;4200000000;1561210;0;0;0;0;0;0;0;0
109;68;9440000000;1831080;0;0;0;0;0;0;0;0
109;72;11500000000;2154210;0;0;0;0;0;0;0;0
109;76;21500000000;2554300;0;0;0;0;0;0;0;0
109;88;29300000000;4175110;0;0;0;0;0;0;0;0
109;92;34300000000;4644250;0;0;0;0;0;0;0;0
109;96;35800000000;5080230;0;0;0;0;0;0;0;0
110;60;237000000;20000;0;0;0;0;0;0;0;0
110;64;311000000;20000;0;0;0;0;0;0;0;0
110;68;408000000;20000;0;0;0;0;0;0;0;0
110;72;535000000;20000;0;0;0;0;0;0;0;0
110;76;701000000;20000;0;0;0;0;0;0;0;0
110;88;1450000000;30000;0;0;0;0;0;0;0;0
110;92;1540000000;30000;0;0;0;0;0;0;0;0
110;96;1580000000;30000;0;0;0;0;0;0;0;0
111;92;8820000000;3742000;1;0;1;2;0;0;0;0,0024539877
111;96;7210000000;3709000;0;0;1;1;0;0;0;0,0011876485
112;60;4700000000;314900;0;0;0;0;0;0;0;0
112;64;5520000000;330000;0;0;0;0;0;0;0;0
112;68;5940000000;336500;0;0;0;0;0;0;0;0
112;72;7270000000;348200;0;0;0;0;0;0;0;0
112;76;7860000000;360900;0;0;0;0;0;0;0;0
112;88;11800000000;373300;0;0;0;0;0;0;0;0
112;92;14700000000;392500;0;0;0;0;0;0;0;0
112;96;17800000000;415550;0;0;0;0;0;0;0;0
114;96;2090000000;1980000;0;0;0;0;0;0;0;0
115;64;2210000000;5950600;0;0;0;0;0;0;0;0
115;68;2530000000;6547040;0;0;0;0;0;0;0;0
115;72;2830000000;7223320;0;0;0;0;0;0;0;0
115;76;2760000000;8018420;0;0;0;0;0;0;0;0
115;92;3050000000;12200000;0;0;0;0;0;0;0;0
115;96;3230000000;13700000;0;0;0;0;0;0;0;0
116;72;702000000;4789280;0;0;0;0;0;0;0;0
116;76;858000000;5417830;0;0;0;0;0;0;0;0
116;88;1200000000;7940150;0;0;0;0;0;0;0;0
116;92;1300000000;8986540;0;0;0;0;0;0;0;0
116;96;1620000000;10000000;0;0;0;0;0;0;0;0
117;60;8110000000;8140000;0;0;0;0;0;0;0;0
117;64;10500000000;9232890;0;0;0;0;0;0;0;0
117;68;13700000000;10300000;0;0;0;0;0;0;0;0
117;72;17600000000;11400000;0;0;0;0;0;0;0;0
117;76;23900000000;12500000;0;0;0;0;0;0;0;0
117;88;48100000000;17100000;0;0;0;0;0;0;0;0
117;92;67400000000;19100000;0;0;1;1;0;0;0;0,0012269939
117;96;94800000000;21100000;0;1;1;2;0;0;0;0,0023752969
118;88;154000000;201180;0;0;0;0;0;0;0;0
118;92;223000000;224780;0;0;0;0;0;0;0;0
118;96;289000000;249330;0;0;0;0;0;0;0;0
119;64;946000000;4694270;0;0;0;0;0;0;0;0
119;68;1110000000;5096630;0;0;0;0;0;0;0;0
119;72;1280000000;5564470;0;0;0;0;0;0;0;0
119;76;1570000000;6031920;0;0;0;0;0;0;0;0
119;88;1930000000;7995060;0;0;0;0;0;0;0;0
119;92;2320000000;8948330;0;0;0;0;0;0;0;0
119;96;2560000000;9993350;0;0;0;0;0;0;0;0
120;72;689000000;322280;0;0;0;0;0;0;0;0
120;68;530000000;324290;0;0;0;0;0;0;0;0
120;60;392000000;329000;0;0;0;0;0;0;0;0
120;76;1160000000;334000;0;0;0;0;0;0;0;0
120;88;2190000000;347400;0;0;0;0;0;0;0;0
120;92;2800000000;361300;0;0;0;0;0;0;0;0
120;96;3360000000;373000;0;0;0;0;0;0;0;0
122;76;712000000;1404510;0;0;0;0;0;0;0;0
122;88;861000000;1916460;0;0;0;0;0;0;0;0
122;96;1120000000;2394350;0;0;0;0;0;0;0;0
123;76;1690000000;906510;0;0;0;0;0;0;0;0
123;88;2790000000;1040840;0;0;0;0;0;0;0;0
123;92;3450000000;1081000;0;0;0;0;0;0;0;0
123;96;4180000000;1134000;0;0;0;0;0;0;0;0
124;76;169000000000;60800000;1;0;1;2;0;0;0;0
124;68;103000000000;47500000;3;3;3;9;1;0;0;0
124;60;62400000000;36900000;0;0;1;1;0;0;0;0
124;64;82900000000;41800000;0;0;1;1;0;0;0;0
124;72;132000000000;53900000;0;1;0;1;0;0;0;0
124;88;242000000000;80100000;0;0;2;2;0;0;0;0,0027100271
124;92;286000000000;86300000;0;1;0;1;0;0;0;0,0012269939
124;96;301000000000;92700000;0;0;1;1;0;0;0;0,0011876485
126;96;2850000000;4325000;0;1;1;2;0;0;0;0,0023752969
127;60;293000000;20000;0;0;0;0;0;0;0;0
127;64;330000000;20000;0;0;0;0;0;0;0;0
127;68;371000000;20000;0;1;3;4;0;0;0;0
127;72;417000000;30000;0;1;0;1;0;0;0;0
127;76;469000000;30000;0;1;0;1;0;0;0;0
127;88;688000000;30000;0;0;0;0;0;0;0;0
127;92;786000000;30000;0;0;0;0;0;0;0;0
127;96;961000000;30000;0;0;0;0;0;0;0;0
128;64;492000000;1065010;0;0;0;0;0;0;0;0
128;68;537000000;1187190;0;0;0;0;0;0;0;0
128;72;585000000;1328640;0;0;0;0;0;0;0;0
128;76;639000000;1488410;0;0;0;0;0;0;0;0
128;88;1090000000;2095660;0;0;1;1;0;0;0;0,0013550136
128;92;907000000;2307170;0;0;2;2;0;0;0;0,0024539877
128;96;981000000;2497750;0;0;1;1;0;0;0;0,0011876485
129;92;32300000000;25000000;1;1;1;3;0;0;0;0,0036809816
129;88;29600000000;23100000;1;0;2;3;0;0;0;0,0040650407
129;60;7310000000;11600000;0;1;0;1;0;0;0;0
129;64;8690000000;12900000;0;0;0;0;0;0;0;0
129;68;11100000000;14500000;0;0;0;0;0;0;0;0
129;72;13700000000;16100000;0;0;0;0;0;0;0;0
129;76;17500000000;17700000;0;0;0;0;0;0;0;0
129;96;37000000000;26800000;0;0;2;2;0;0;0;0,0023752969
130;88;1530000000;13900000;0;0;0;0;0;0;0;0
130;92;1590000000;14700000;0;0;0;0;0;0;0;0
130;96;2070000000;16200000;0;0;1;1;0;0;0;0,0011876485
131;60;12400000000;21700000;0;0;0;0;0;0;0;0
131;64;13700000000;23600000;0;0;0;0;0;0;0;0
131;68;14400000000;25900000;0;0;0;0;0;0;0;0
131;72;15600000000;28400000;0;0;0;0;0;0;0;0
131;76;18200000000;31100000;0;0;0;0;0;0;0;0
131;92;31400000000;41400000;0;0;0;0;0;0;0;0
131;96;35100000000;43400000;0;0;0;0;0;0;0;0
132;92;3090000000;1424880;0;2;0;2;0;0;0;0,0024539877
132;96;3430000000;1582930;0;2;0;2;0;0;0;0,0023752969
134;64;1560000000;10000000;0;0;0;0;0;0;0;0
134;72;1780000000;11900000;0;0;0;0;0;0;0;0
134;76;2000000000;13100000;0;0;0;0;0;0;0;0
134;88;3120000000;17800000;0;0;0;0;0;0;0;0
134;92;3780000000;19700000;0;0;0;0;0;0;0;0
134;96;4630000000;21800000;0;0;0;0;0;0;0;0
135;92;374000000000;15200000;2;6;7;15;0;0;0;0,018404908
135;88;329000000000;14800000;2;2;5;9;0;0;0;0,012195122
135;64;159000000000;12100000;2;4;4;10;0;0;0;0
135;96;411000000000;15500000;4;5;10;19;0;0;0;0,0225653207
135;72;233000000000;13300000;3;1;1;5;0;0;0;0
135;68;192000000000;12700000;3;3;1;7;0;0;0;0
135;60;132000000000;11500000;0;1;2;3;0;0;0;0
135;76;266000000000;13800000;0;2;3;5;0;0;0;0
136;60;676000000;135000;0;0;0;0;0;0;0;0
136;64;763000000;143600;0;0;0;0;0;0;0;0
136;68;861000000;154200;0;0;0;0;0;0;0;0
136;72;972000000;162280;0;0;0;0;0;0;0;0
136;76;1100000000;167460;0;0;0;0;0;0;0;0
136;88;1700000000;185980;0;1;0;1;0;0;0;0,0013550136
136;92;1820000000;196230;0;0;0;0;0;0;0;0
136;96;2010000000;207660;0;0;0;0;0;0;0;0
137;92;51900000000;3442500;1;4;5;10;0;0;0;0,0122699387
137;72;38600000000;2902000;1;1;1;3;0;0;0;0
137;68;32400000000;2748000;1;0;2;3;0;0;0;0
137;76;44400000000;3111000;2;1;1;4;0;0;0;0
137;96;61800000000;3714000;3;2;1;6;0;0;0;0,0071258907
137;88;51800000000;3317000;3;2;8;13;0;0;0;0,0176151762
137;60;24600000000;2372000;2;0;1;3;0;0;0;0
137;64;29600000000;2585000;3;0;2;5;0;0;0;0
138;68;1790000000;1990560;0;0;0;0;0;0;0;0
138;72;2030000000;2266220;0;0;0;0;0;0;0;0
138;76;2610000000;2578480;0;0;0;0;0;0;0;0
138;92;1740000000;4060460;0;0;0;0;0;0;0;0
138;96;2370000000;4550430;0;0;0;0;0;0;0;0
139;64;1550000000;3537550;0;0;0;0;0;0;0;0
139;68;1660000000;3978160;0;0;0;0;0;0;0;0
139;72;1620000000;4386620;0;0;1;1;0;0;0;0
139;76;1430000000;4915850;0;0;0;0;0;0;0;0
139;88;1820000000;7263940;0;0;0;0;0;0;0;0
139;92;1740000000;8260510;0;0;0;0;0;0;0;0
139;96;1940000000;9468300;0;0;0;0;0;0;0;0
140;96;29900000000;115000000;2;1;3;6;0;0;0;0,0071258907
140;60;9180000000;40800000;0;0;0;0;0;0;0;0
140;64;10900000000;45300000;0;0;1;1;0;0;0;0
140;68;9120000000;50400000;0;0;0;0;0;0;0;0
140;72;16700000000;56200000;0;0;1;1;0;0;0;0
140;76;20200000000;63000000;0;0;0;0;0;0;0;0
140;88;21600000000;90900000;0;0;0;0;0;0;0;0
140;92;27000000000;102000000;0;3;1;4;0;0;0;0,0049079755
141;76;29800000000;16600000;1;1;0;2;0;1;0;0
141;72;29500000000;15200000;1;1;3;5;0;1;0;0
141;96;23300000000;22600000;2;1;2;5;0;1;0;0,0059382423
141;92;24600000000;21100000;4;0;5;9;0;1;0;0,0110429448
142;76;81400000000;4026000;1;1;0;2;0;0;0;0
142;68;57000000000;3819000;1;1;0;2;0;0;0;0
142;60;40300000000;3581000;1;0;0;1;0;0;0;0
142;96;155000000000;4381000;2;2;3;7;0;0;0;0,0083135392
142;92;130000000000;4286400;2;4;1;7;0;0;0;0,0085889571
142;88;119000000000;4209000;2;3;0;5;0;0;0;0,0067750678
142;72;66800000000;3933000;2;1;1;4;0;0;0;0
142;64;48000000000;3694000;0;0;0;0;0;0;0;0
143;88;8170000000;1531030;0;0;0;0;0;0;0;0
143;92;10600000000;1892000;0;0;0;0;0;0;0;0
143;96;12500000000;2173000;0;0;0;0;0;0;0;0
144;68;14200000000;57100000;1;0;0;1;0;0;0;0
144;60;8280000000;45900000;1;0;1;2;0;0;0;0
144;64;10700000000;51200000;0;1;0;1;0;0;0;0
144;72;16800000000;64600000;0;1;0;1;0;0;0;0
144;76;20500000000;73300000;0;0;1;1;0;0;0;0
144;88;44100000000;103000000;0;0;1;1;0;0;0;0,0013550136
144;92;55000000000;114000000;0;0;1;1;0;0;0;0,0012269939
144;96;64100000000;125000000;0;0;0;0;0;0;0;0
145;60;1650000000;1126000;0;0;0;0;0;0;0;0
145;64;2240000000;1265330;0;0;0;0;0;0;0;0
145;68;3050000000;1422480;0;0;0;0;0;0;0;0
145;72;4040000000;1591330;0;0;0;0;0;0;0;0
145;76;4500000000;1768110;0;0;0;0;0;0;0;0
145;88;5510000000;2303530;0;0;0;0;0;0;0;0
145;92;7160000000;2492350;0;0;0;0;0;0;0;0
145;96;8110000000;2674000;0;0;0;0;0;0;0;0
146;76;2800000000;2797220;0;0;0;0;0;0;0;0
146;92;4230000000;4014850;0;0;0;0;0;0;0;0
146;96;5240000000;4400720;0;0;0;0;0;0;0;0
147;68;2280000000;2239830;0;0;0;0;0;0;0;0
147;76;3690000000;2739290;0;0;0;0;0;0;0;0
147;88;7020000000;3964350;0;0;0;0;0;0;0;0
147;92;7990000000;4470350;0;0;0;0;0;0;0;0
147;96;9100000000;4955000;0;0;0;0;0;0;0;0
148;60;22200000000;9931000;0;0;0;0;0;0;0;0
148;64;26100000000;11100000;0;0;0;0;0;0;0;0
148;68;30700000000;12500000;0;0;0;0;0;0;0;0
148;72;36100000000;14000000;0;0;0;0;0;0;0;0
148;76;43900000000;15600000;0;0;0;0;0;0;0;0
148;88;52000000000;20800000;0;1;0;1;0;0;0;0,0013550136
148;92;45700000000;22400000;0;1;0;1;0;0;0;0,0012269939
148;96;60500000000;23900000;0;0;0;0;0;0;0;0
149;60;19600000000;27600000;0;0;0;0;0;0;0;0
149;64;24000000000;31000000;0;1;0;1;0;0;0;0
149;68;29200000000;35300000;0;0;0;0;0;0;0;0
149;72;35300000000;39800000;0;0;0;0;0;0;0;0
149;76;45700000000;44200000;0;0;0;0;0;0;0;0
149;88;60900000000;59400000;0;0;1;1;0;0;0;0,0013550136
149;92;66500000000;65600000;0;0;1;1;0;0;0;0,0012269939
149;96;78500000000;71900000;0;1;0;1;0;0;0;0,0011876485
150;88;120000000000;37900000;2;5;9;16;0;0;1;0,0216802168
150;92;102000000000;38400000;3;6;10;19;0;0;0;0,0233128834
150;60;27400000000;29600000;4;6;11;21;0;0;1;0
150;96;126000000000;38600000;7;5;5;17;0;0;0;0,0201900238
150;68;44100000000;32300000;5;2;11;18;0;0;1;0
150;76;116000000000;34400000;7;6;13;26;0;0;1;0
150;72;68300000000;33100000;7;5;9;21;0;0;1;0
150;64;34500000000;31200000;7;6;10;23;0;0;1;0
151;96;108000000000;9930000;1;0;1;2;0;0;0;0,0023752969
151;88;87400000000;9968000;1;0;0;1;0;0;0;0,0013550136
151;72;50900000000;8631000;0;0;0;0;0;0;0;0
151;60;23900000000;8943100;0;1;0;1;0;0;0;0
151;68;39700000000;9115100;0;0;0;0;0;0;0;0
151;64;30300000000;9122500;0;0;0;0;0;0;0;0
151;76;58600000000;9355000;0;2;0;2;0;0;0;0
151;92;101000000000;9867000;0;0;0;0;0;0;0;0
152;60;8430000000;2358000;0;0;0;0;0;0;0;0
152;64;11600000000;2554070;0;0;0;0;0;0;0;0
152;68;15100000000;2662060;0;0;0;0;0;0;0;0
152;72;19600000000;2817260;0;0;0;0;0;0;0;0
152;76;23400000000;3043850;0;0;1;1;0;0;0;0
152;88;36300000000;3471780;0;0;0;0;0;0;0;0
152;92;41900000000;3604000;0;0;1;1;0;0;0;0,0012269939
152;96;47200000000;3783000;0;0;1;1;0;0;0;0,0011876485
153;88;8130000000;405000;0;0;0;0;0;0;0;0
153;92;9560000000;533000;0;0;1;1;0;0;0;0,0012269939
153;96;10200000000;693000;0;0;0;0;0;0;0;0
154;64;9130000000;18900000;2;4;6;12;0;0;1;0
154;96;34100000000;22600000;4;7;9;20;0;0;0;0,0237529691
154;72;18600000000;20700000;3;6;7;16;0;0;1;0
154;92;29100000000;22800000;4;6;8;18;0;0;0;0,0220858896
154;60;6660000000;18400000;3;1;6;10;0;0;1;0
154;76;28300000000;21400000;4;9;14;27;0;0;1;0
154;68;12800000000;19700000;4;6;5;15;0;0;1;0
154;88;41200000000;23100000;7;11;6;24;0;0;1;0,0325203252
155;68;1960000000000;238000000;29;32;30;91;0;0;1;0
155;64;1460000000000;228000000;30;31;25;86;0;0;1;0
155;88;1240000000000;285000000;55;31;46;132;0;0;1;0,1788617886
155;76;997000000000;256000000;49;41;35;125;0;0;1;0
155;72;1730000000000;247000000;50;27;22;99;0;0;1;0
155;60;1180000000000;218000000;43;29;31;103;0;0;1;0
156;96;335000000000;148000000;26;21;16;63;0;0;0;0,0748218527
156;92;454000000000;149000000;45;38;29;112;0;0;1;0,1374233129
157;88;2080000000;6618860;0;0;0;0;0;0;0;0
157;96;1490000000;6727000;0;0;0;0;0;0;0;0
157;92;2090000000;7350000;0;0;0;0;0;0;0;0
158;88;150000000;158360;0;0;0;0;0;0;0;0
158;92;145000000;164020;0;0;0;0;0;0;0;0
158;96;164000000;172090;0;0;0;0;0;0;0;0
159;60;255000000;20000;0;0;0;0;0;0;0;0
159;68;307000000;20000;0;0;0;0;0;0;0;0
159;72;337000000;20000;0;0;0;0;0;0;0;0
159;76;370000000;20000;0;0;0;0;0;0;0;0
159;88;501000000;20000;0;0;0;0;0;0;0;0
159;92;537000000;20000;0;0;0;0;0;0;0;0
159;96;589000000;30000;0;0;0;0;0;0;0;0
160;96;46000000;135270;0;0;0;0;0;0;0;0
161;72;54900000000;6275450;0;0;0;0;0;0;0;0
161;76;79300000000;7574300;0;0;0;0;0;0;0;0
161;88;101000000000;14400000;0;0;0;0;0;0;0;0
161;92;125000000000;16800000;0;0;0;0;0;0;0;0
